id, img1, img2
914, 4510, 8599
915, 4920, 7077
916, 857, 4741
917, 876, 1932
918, 1096, 8034
919, 5141, 9384
920, 2343, 9583
921, 1160, 6079
922, 1405, 3221
923, 4890, 9621
924, 3550, 9447
925, 2500, 5999
926, 4616, 6669
927, 5325, 5964
928, 9571, 9810
929, 7192, 8804
930, 4693, 9667
931, 4149, 9268
932, 6008, 9220
933, 4029, 8768
934, 4508, 6541
935, 1629, 2570
936, 1010, 6530
937, 1545, 7322
938, 5479, 8806
939, 2378, 9543
940, 4271, 6274
941, 304, 7755
942, 2406, 6291
943, 3091, 4157
944, 5182, 7258
945, 3537, 6743
946, 629, 1705
947, 323, 9475
948, 7410, 9527
949, 3049, 3400
950, 798, 2619
951, 7941, 8147
952, 225, 6173
953, 1675, 9214
954, 2655, 8965
955, 5406, 5508
956, 4238, 9537
957, 4310, 6554
958, 6237, 8086
959, 1683, 3391
960, 1280, 9250
961, 9252, 9647
962, 1996, 5146
963, 2708, 5680
964, 2441, 9533
965, 1701, 2806
966, 1036, 2472
967, 2012, 4532
968, 4419, 8344
969, 4431, 7376
970, 348, 3146
971, 4023, 6341
972, 1473, 3796
973, 5820, 8192
974, 3136, 9633
975, 7775, 8043
976, 4190, 4409
977, 8369, 8839
978, 2491, 3991
979, 1617, 2553
980, 2447, 8117
981, 4376, 5613
982, 3914, 8035
983, 610, 5336
984, 1844, 8785
985, 9236, 9453
986, 112, 2297
987, 2391, 2488
988, 2191, 3437
989, 7348, 9009
990, 2017, 7670
991, 655, 9604
992, 2438, 6921
993, 4186, 8607
994, 1642, 3572
995, 3525, 9494
996, 5379, 9203
997, 4067, 6297
998, 264, 9371
999, 768, 6072
1000, 1432, 6155
1001, 6349, 8098
1002, 6305, 8935
1003, 841, 6940
1004, 4284, 5344
1005, 617, 937
1006, 5339, 9135
1007, 5024, 7196
1008, 2334, 8534
1009, 5348, 8388
1010, 2548, 8233
1011, 2188, 6404
1012, 5486, 8085
1013, 8189, 9972
1014, 7052, 7668
1015, 2215, 3763
1016, 5278, 6795
1017, 5420, 9609
1018, 9122, 9401
1019, 6092, 9356
1020, 5939, 6138
1021, 748, 4538
1022, 2755, 3596
1023, 1491, 6729
1024, 2261, 4298
1025, 6010, 6892
1026, 50, 2795
1027, 1347, 6314
1028, 182, 2767
1029, 6480, 9439
1030, 4850, 8696
1031, 4866, 5974
1032, 7097, 8464
1033, 7891, 9339
1034, 5618, 7596
1035, 8390, 9044
1036, 2831, 5581
1037, 4495, 5051
1038, 1460, 5011
1039, 1816, 2370
1040, 2819, 6902
1041, 6288, 6313
1042, 3270, 9727
1043, 5503, 7193
1044, 3901, 8073
1045, 8169, 8248
1046, 4268, 9709
1047, 1024, 5943
1048, 7582, 8513
1049, 6164, 6518
1050, 5582, 8188
1051, 5781, 9301
1052, 2100, 4712
1053, 2810, 7152
1054, 7805, 7839
1055, 1131, 8195
1056, 81, 1359
1057, 6013, 7564
1058, 361, 7327
1059, 3302, 7953
1060, 3749, 5483
1061, 356, 4406
1062, 5283, 8560
1063, 425, 9932
1064, 7074, 8930
1065, 759, 7136
1066, 9606, 9746
1067, 4341, 9723
1068, 3398, 4245
1069, 1398, 2974
1070, 1557, 4101
1071, 3556, 6380
1072, 7356, 8502
1073, 2136, 5632
1074, 5707, 7219
1075, 4928, 8653
1076, 2897, 4372
1077, 6241, 7111
1078, 2199, 2709
1079, 4553, 5903
1080, 207, 4716
1081, 7068, 8986
1082, 346, 2063
1083, 7314, 7499
1084, 1568, 2557
1085, 3730, 4001
1086, 2005, 6677
1087, 2801, 8030
1088, 6674, 8096
1089, 1368, 7616
1090, 7022, 8705
1091, 5116, 8915
1092, 4705, 7282
1093, 1489, 9686
1094, 7522, 9703
1095, 6704, 7378
1096, 1360, 3800
1097, 915, 7814
1098, 3700, 9922
1099, 5706, 9470
1100, 3803, 7470
1101, 5023, 8180
1102, 8977, 9387
1103, 5271, 7829
1104, 3450, 8492
1105, 637, 2972
1106, 938, 4711
1107, 8244, 8950
1108, 710, 1007
1109, 2241, 6972
1110, 723, 8144
1111, 6701, 7546
1112, 7306, 9682
1113, 9128, 9632
1114, 702, 2609
1115, 1410, 5233
1116, 7576, 9158
1117, 4845, 5346
1118, 4016, 4233
1119, 1916, 6740
1120, 2752, 3532
1121, 3226, 8565
1122, 3699, 7352
1123, 1228, 6012
1124, 296, 4655
1125, 3996, 4756
1126, 3399, 7944
1127, 3723, 8280
1128, 1912, 5392
1129, 2766, 8618
1130, 3007, 5926
1131, 4474, 5564
1132, 2092, 6531
1133, 7560, 7750
1134, 3168, 9849
1135, 1118, 2620
1136, 4026, 7398
1137, 4353, 9559
1138, 3045, 4133
1139, 2820, 3933
1140, 3455, 5490
1141, 3466, 7421
1142, 3922, 4557
1143, 3006, 5055
1144, 3239, 6447
1145, 6384, 6593
1146, 6773, 8312
1147, 989, 3281
1148, 7019, 9987
1149, 854, 4945
1150, 3892, 6445
1151, 2923, 6815
1152, 2305, 8279
1153, 1885, 2126
1154, 9172, 9680
1155, 3714, 4676
1156, 6090, 6706
1157, 2577, 5207
1158, 122, 9924
1159, 1588, 3056
1160, 1824, 2676
1161, 924, 3675
1162, 1370, 3247
1163, 2583, 3474
1164, 2104, 2435
1165, 6623, 8904
1166, 644, 1735
1167, 7032, 9070
1168, 2315, 6120
1169, 2915, 8580
1170, 1810, 8631
1171, 6006, 6292
1172, 4977, 6568
1173, 6840, 7418
1174, 7976, 8191
1175, 6221, 8591
1176, 584, 6209
1177, 2120, 8557
1178, 1324, 3054
1179, 4569, 5849
1180, 251, 9989
1181, 8545, 9329
1182, 1383, 2861
1183, 2549, 5987
1184, 336, 3485
1185, 8042, 8444
1186, 3970, 7871
1187, 6325, 7641
1188, 7335, 9330
1189, 74, 7156
1190, 5043, 8906
1191, 3298, 4842
1192, 2670, 7772
1193, 3385, 8669
1194, 1355, 5100
1195, 3649, 8651
1196, 4240, 9287
1197, 3658, 8657
1198, 1514, 9600
1199, 3156, 5216
1200, 355, 959
1201, 90, 5431
1202, 1494, 8721
1203, 3341, 7238
1204, 2792, 8335
1205, 2131, 8479
1206, 5480, 7960
1207, 1353, 2151
1208, 2812, 5685
1209, 4318, 7477
1210, 3601, 8153
1211, 5878, 7999
1212, 2503, 7704
1213, 429, 4113
1214, 22, 2497
1215, 300, 5443
1216, 3106, 5737
1217, 8638, 9140
1218, 2312, 3148
1219, 5891, 9006
1220, 4250, 4285
1221, 3576, 8394
1222, 2769, 6735
1223, 100, 3381
1224, 633, 738
1225, 7656, 9039
1226, 488, 7460
1227, 887, 6459
1228, 7610, 8841
1229, 447, 8833
1230, 3265, 6477
1231, 3988, 8674
1232, 1257, 2515
1233, 2883, 3115
1234, 2066, 9927
1235, 6917, 9835
1236, 2236, 5129
1237, 3947, 5298
1238, 7492, 8243
1239, 2106, 6816
1240, 477, 1102
1241, 4456, 9693
1242, 4078, 5693
1243, 292, 3303
1244, 4611, 8265
1245, 8576, 9557
1246, 4124, 5647
1247, 4719, 8068
1248, 1556, 9544
1249, 3373, 9966
1250, 6376, 8783
1251, 4620, 9817
1252, 4088, 6478
1253, 2235, 7332
1254, 3461, 7552
1255, 503, 6328
1256, 3837, 4536
1257, 3222, 4398
1258, 3862, 8639
1259, 5811, 9291
1260, 1702, 3916
1261, 4117, 5295
1262, 5724, 8196
1263, 422, 6301
1264, 3865, 6508
1265, 1978, 6043
1266, 5577, 9180
1267, 1794, 3987
1268, 4522, 5293
1269, 8486, 8767
1270, 5875, 7833
1271, 2015, 6109
1272, 5418, 8957
1273, 6028, 9226
1274, 807, 8269
1275, 2759, 3528
1276, 5870, 8404
1277, 7099, 9928
1278, 3277, 4385
1279, 2082, 9988
1280, 2285, 5257
1281, 95, 7759
1282, 1913, 8172
1283, 4312, 7768
1284, 8616, 9385
1285, 605, 5412
1286, 3425, 6858
1287, 460, 6358
1288, 7038, 7594
1289, 2248, 5446
1290, 1747, 5937
1291, 6121, 7661
1292, 281, 4911
1293, 4237, 5113
1294, 2610, 7406
1295, 455, 1800
1296, 2946, 4207
1297, 2465, 6813
1298, 52, 1956
1299, 8623, 8872
1300, 1207, 7223
1301, 952, 5025
1302, 1860, 4416
1303, 4562, 8364
1304, 1734, 4767
1305, 3945, 6925
1306, 13, 8393
1307, 541, 7657
1308, 6592, 7467
1309, 4906, 7197
1310, 2316, 5611
1311, 3625, 5857
1312, 1971, 5687
1313, 5062, 8015
1314, 2427, 6502
1315, 730, 5777
1316, 1020, 2341
1317, 2738, 9198
1318, 1038, 6403
1319, 6361, 9219
1320, 4097, 9787
1321, 2895, 6819
1322, 7185, 9031
1323, 6172, 9677
1324, 3502, 8730
1325, 6399, 8093
1326, 1628, 7696
1327, 8164, 8590
1328, 5539, 8209
1329, 2412, 3230
1330, 522, 5513
1331, 1856, 8372
1332, 3655, 9490
1333, 6144, 8662
1334, 1026, 7363
1335, 3021, 3464
1336, 6647, 7992
1337, 4989, 8226
1338, 881, 7349
1339, 770, 8577
1340, 5802, 6334
1341, 6102, 8267
1342, 3938, 5378
1343, 4554, 9484
1344, 3486, 4008
1345, 6426, 8092
1346, 3014, 6451
1347, 6206, 8846
1348, 7040, 9335
1349, 1264, 3367
1350, 9394, 9973
1351, 3846, 5636
1352, 5008, 6224
1353, 1865, 6309
1354, 3088, 4496
1355, 3691, 6652
1356, 4527, 8162
1357, 6214, 8229
1358, 3087, 8949
1359, 4688, 7317
1360, 7678, 8630
1361, 6073, 6971
1362, 3909, 6778
1363, 6687, 8066
1364, 3552, 4350
1365, 1870, 3688
1366, 576, 8023
1367, 1979, 9421
1368, 466, 1045
1369, 1884, 7648
1370, 891, 5879
1371, 2277, 8166
1372, 4742, 5091
1373, 290, 2436
1374, 571, 9506
1375, 1263, 6425
1376, 5630, 5861
1377, 6507, 8061
1378, 412, 6336
1379, 1967, 5514
1380, 742, 6128
1381, 4307, 7925
1382, 4790, 9742
1383, 7483, 9721
1384, 1428, 8922
1385, 1937, 4903
1386, 6684, 7476
